Filename,Verdict,Confidence,AvgProb,MaxProb,SuspiciousFrames
sobblmyurt.mp4,FAKE,0.5895736813545227,0.4136593520641327,0.5895736813545227,1
pgybuuxxip.mp4,FAKE,0.9554424285888672,0.7028889834880829,0.9554424285888672,4
sfsayjgzrh.mp4,FAKE,0.698097288608551,0.4880367457866669,0.698097288608551,2
jgdrcvviil.mp4,FAKE,0.7266218662261963,0.5988344311714172,0.7266218662261963,4
ckrafhjqpz.mp4,FAKE,0.8110091090202332,0.4482085585594177,0.8110091090202332,1
novarhxpbj.mp4,REAL,0.5790721833705902,0.4209278166294098,0.4847325086593628,0
nxnmkytwze.mp4,FAKE,1.0,0.6822034537792205,1.0,4
xoiyevqols.mp4,FAKE,0.8949733972549438,0.654684042930603,0.8949733972549438,4
yvgnaxkajm.mp4,FAKE,0.7846620678901672,0.501238226890564,0.7846620678901672,3
bcjteassyd.mp4,FAKE,0.755069375038147,0.3035305380821228,0.755069375038147,1
cawpdvymcp.mp4,FAKE,0.9488963484764099,0.7406067252159119,0.9488963484764099,5
imbhofyohf.mp4,FAKE,0.830784261226654,0.43426868319511414,0.830784261226654,1
gevbsktxjk.mp4,FAKE,0.7735416889190674,0.6400335311889649,0.7735416889190674,4
iieygeizqt.mp4,FAKE,0.7947035431861877,0.6577767372131348,0.7947035431861877,5
xjzmkuxskq.mp4,FAKE,0.9761768579483032,0.9239039897918702,0.9761768579483032,5
sitvymbvfh.mp4,FAKE,0.6612764000892639,0.5351481527090073,0.6612764000892639,4
lgvpvxzbje.mp4,FAKE,0.8586669564247131,0.8039423942565918,0.8586669564247131,5
qotqjzqlnr.mp4,FAKE,0.9368079900741577,0.41338746547698973,0.9368079900741577,1
wjkullbkff.mp4,FAKE,0.909335196018219,0.6520520508289337,0.909335196018219,3
fqnvpbvfmf.mp4,FAKE,0.8385495543479919,0.6147457122802734,0.8385495543479919,4
nwvsbmyndn.mp4,FAKE,0.9974279999732971,0.9391446471214294,0.9974279999732971,5
gxqzavbulk.mp4,FAKE,0.6039806008338928,0.5539952993392945,0.6039806008338928,5
tejfudfgpq.mp4,REAL,0.6673732399940491,0.3326267600059509,0.4686926305294037,0
kpltzztlvj.mp4,FAKE,0.9754822850227356,0.851210641860962,0.9754822850227356,5
ijhhztmidr.mp4,FAKE,1.0,0.6136744320392609,1.0,3
goegdmmyxk.mp4,FAKE,0.9757015705108643,0.9198728919029235,0.9757015705108643,5
nywoptxkwu.mp4,FAKE,0.95135897397995,0.8991445302963257,0.95135897397995,5
whrmienink.mp4,FAKE,0.8998557925224304,0.6144009590148926,0.8998557925224304,3
nvvghjfiqq.mp4,FAKE,1.0,0.9239813923835755,1.0,5
fsaronfupy.mp4,FAKE,1.0,0.8939935803413391,1.0,5
ukacifecol.mp4,FAKE,0.9859490394592285,0.523921224474907,0.9859490394592285,2
uzhbwfpoqz.mp4,FAKE,0.7000069618225098,0.5798093318939209,0.7000069618225098,4
dutdnjgeud.mp4,FAKE,0.8804206848144531,0.7305179357528686,0.8804206848144531,5
ghccycttqk.mp4,FAKE,0.9544156193733215,0.7890982151031494,0.9544156193733215,5
ieycmlnprv.mp4,FAKE,0.9551953673362732,0.8708204388618469,0.9551953673362732,5
ibcmyzqrdn.mp4,REAL,0.8028045162558556,0.19719548374414445,0.31866806745529175,0
mbdjwoaxcq.mp4,FAKE,0.8129874467849731,0.5835740029811859,0.8129874467849731,3
inxvgjgrrq.mp4,FAKE,0.7493059039115906,0.5585601210594178,0.7493059039115906,3
xpxqxdbjud.mp4,FAKE,0.961949348449707,0.7189787983894348,0.961949348449707,4
orkccpsdba.mp4,FAKE,0.9769544005393982,0.8580029010772705,0.9769544005393982,5
kqzorxfcim.mp4,FAKE,0.6600890159606934,0.5309336841106415,0.6600890159606934,3
abbgqbrdiz.mp4,FAKE,1.0,0.4347746014595032,1.0,1
scqcdvqiyq.mp4,FAKE,0.673064112663269,0.49453542232513426,0.673064112663269,3
euoudlinep.mp4,FAKE,0.903324544429779,0.5679988205432892,0.903324544429779,3
mlapkogbzz.mp4,FAKE,0.5807970762252808,0.3964159607887268,0.5807970762252808,1
vekuanlmlt.mp4,FAKE,1.0,0.9087182283401489,1.0,5
yrdrzkpxgz.mp4,FAKE,0.8504950404167175,0.5813094019889832,0.8504950404167175,4
hpdnhefbll.mp4,FAKE,0.984527587890625,0.7850145161151886,0.984527587890625,4
cvuiocbcbz.mp4,FAKE,1.0,0.6521512269973755,1.0,3
uxuvkrjhws.mp4,FAKE,1.0,0.9457686424255372,1.0,5
tnxvpbqxza.mp4,FAKE,0.55,0.41899482905864716,0.5024734735488892,1
gbhaewrojh.mp4,FAKE,1.0,0.5466453075408936,1.0,3
tzablgewui.mp4,FAKE,0.7677263617515564,0.4963739514350891,0.7677263617515564,2
navoiyfxpr.mp4,FAKE,0.6832063794136047,0.3965917378664017,0.6832063794136047,2
ypbtpunjvm.mp4,FAKE,0.6103257536888123,0.5127548575401306,0.6103257536888123,2
mwtamzmmjs.mp4,FAKE,0.8944641947746277,0.7997915387153626,0.8944641947746277,5
uuotyjxvod.mp4,FAKE,0.7718837261199951,0.5250880002975464,0.7718837261199951,2
hddgrmdzta.mp4,FAKE,0.7698358297348022,0.6248442709445954,0.7698358297348022,4
szftsfmvsb.mp4,FAKE,0.8433111310005188,0.7846421957015991,0.8433111310005188,5
dpmgoiwhuf.mp4,FAKE,1.0,0.7922719597816468,1.0,4
nbrbwqrwnb.mp4,FAKE,0.9862604737281799,0.9308207750320434,0.9862604737281799,5
wwcowbnwms.mp4,FAKE,1.0,0.6315142750740051,1.0,3
nmdzujhjid.mp4,FAKE,0.9216097593307495,0.7659872531890869,0.9216097593307495,5
uwgcitwggp.mp4,FAKE,0.8702406287193298,0.6710884630680084,0.8702406287193298,3
eonxnugdvo.mp4,REAL,0.7876848414540291,0.2123151585459709,0.28623124957084656,0
pijwznrtjh.mp4,FAKE,0.8546070456504822,0.5870065748691559,0.8546070456504822,4
rhlbxcznio.mp4,FAKE,0.8337939381599426,0.5818912744522095,0.8337939381599426,3
hwaxcxpfxl.mp4,FAKE,1.0,0.6052679896354676,1.0,3
iocpymnnba.mp4,FAKE,0.9956988096237183,0.9341722369194031,0.9956988096237183,5
usxwvvhtih.mp4,FAKE,0.9011814594268799,0.8084945559501648,0.9011814594268799,5
nqvkiylfiy.mp4,FAKE,0.9875600934028625,0.8413940906524658,0.9875600934028625,4
elxlnjzmzi.mp4,FAKE,0.6571139693260193,0.32893954664468766,0.6571139693260193,1
hplxtssgnz.mp4,FAKE,0.9282235503196716,0.6991510272026062,0.9282235503196716,4
lyukjvgwoa.mp4,FAKE,1.0,0.9051214098930359,1.0,5
znytebsgjb.mp4,FAKE,0.9868268966674805,0.9019491791725158,0.9868268966674805,5
tchdlkhcym.mp4,FAKE,0.9695034027099609,0.7318641066551208,0.9695034027099609,4
ioitqcvyuk.mp4,FAKE,1.0,0.8563938856124877,1.0,4
ngvvgveogh.mp4,FAKE,0.8375953435897827,0.7029604315757751,0.8375953435897827,5
wuhxicjmkj.mp4,FAKE,1.0,0.5990405023097992,1.0,2
koiifpthwj.mp4,REAL,0.8257996395230294,0.17420036047697068,0.2618449628353119,0
edggkddtuv.mp4,FAKE,0.6933174133300781,0.5963567733764649,0.6933174133300781,4
fqbndyrupa.mp4,FAKE,1.0,0.8319821715354919,1.0,5
xbjffkzsuv.mp4,FAKE,0.6231575608253479,0.5575618147850037,0.6231575608253479,4
nsrbvbkpfr.mp4,FAKE,0.9437058568000793,0.8940518140792847,0.9437058568000793,5
